index,QualId,WorkerId,Value
1,33F09YB954S18TOZV0F33J86TWWJ60,A002160837SWJFPIAI7L7,100
2,33F09YB954S18TOZV0F33J86TWWJ60,A10249252O9I20MRSOBVF,100
3,33F09YB954S18TOZV0F33J86TWWJ60,A114JRUBJ5IN7D,100
4,33F09YB954S18TOZV0F33J86TWWJ60,A1160COTUR26JZ,100
5,33F09YB954S18TOZV0F33J86TWWJ60,A118BQHK3S4UDV,100
6,33F09YB954S18TOZV0F33J86TWWJ60,A11FFJZ0C984W4,100
7,33F09YB954S18TOZV0F33J86TWWJ60,A13FUEPWBCLBUY,100
8,33F09YB954S18TOZV0F33J86TWWJ60,A150BQFJF2Z8KH,100
9,33F09YB954S18TOZV0F33J86TWWJ60,A16OJTSFLK977U,100
10,33F09YB954S18TOZV0F33J86TWWJ60,A191V7PT3DQKDP,100
11,33F09YB954S18TOZV0F33J86TWWJ60,A19TD2J8506A4Y,100
12,33F09YB954S18TOZV0F33J86TWWJ60,A1AGFCNGYETP26,100
13,33F09YB954S18TOZV0F33J86TWWJ60,A1BFA82J9Q1CLA,100
14,33F09YB954S18TOZV0F33J86TWWJ60,A1BG47GSHQ9WSU,100
15,33F09YB954S18TOZV0F33J86TWWJ60,A1BI34TAR8H9R0,100
16,33F09YB954S18TOZV0F33J86TWWJ60,A1CPJ9Q4UQ0FZ3,100
17,33F09YB954S18TOZV0F33J86TWWJ60,A1FQK51ECARQNK,100
18,33F09YB954S18TOZV0F33J86TWWJ60,A1H4MYPDJ2K3VI,100
19,33F09YB954S18TOZV0F33J86TWWJ60,A1HKYY6XI2OHO1,100
20,33F09YB954S18TOZV0F33J86TWWJ60,A1ICBBSAE9FAEW,100
21,33F09YB954S18TOZV0F33J86TWWJ60,A1IFIK8J49WBER,100
22,33F09YB954S18TOZV0F33J86TWWJ60,A1MWCDBGZLHJPI,100
23,33F09YB954S18TOZV0F33J86TWWJ60,A1P36UOJ6X8K4C,100
24,33F09YB954S18TOZV0F33J86TWWJ60,A1P6LFEAY9MWAY,100
25,33F09YB954S18TOZV0F33J86TWWJ60,A1PH6KGQQ5CC2T,100
26,33F09YB954S18TOZV0F33J86TWWJ60,A1QPTB6NSQI9K,100
27,33F09YB954S18TOZV0F33J86TWWJ60,A1SRNM9EL4PSC6,100
28,33F09YB954S18TOZV0F33J86TWWJ60,A1TPGXT718D68E,100
29,33F09YB954S18TOZV0F33J86TWWJ60,A1U69QDM8UIXZ5,100
30,33F09YB954S18TOZV0F33J86TWWJ60,A1VMPZVVVZUCS4,100
31,33F09YB954S18TOZV0F33J86TWWJ60,A1Y5XHY97KETCJ,100
32,33F09YB954S18TOZV0F33J86TWWJ60,A1Z8TF04ZG3VRE,100
33,33F09YB954S18TOZV0F33J86TWWJ60,A1ZLLYRW6GIVC7,100
34,33F09YB954S18TOZV0F33J86TWWJ60,A20E14F983V9HX,100
35,33F09YB954S18TOZV0F33J86TWWJ60,A20VNT5IHVO401,100
36,33F09YB954S18TOZV0F33J86TWWJ60,A2173NB4RXYT6M,100
37,33F09YB954S18TOZV0F33J86TWWJ60,A2196WCNDZULFS,100
38,33F09YB954S18TOZV0F33J86TWWJ60,A21YUN0AXL70FE,100
39,33F09YB954S18TOZV0F33J86TWWJ60,A222R4PNCF08OF,100
40,33F09YB954S18TOZV0F33J86TWWJ60,A223BBAD3U6QFR,100
41,33F09YB954S18TOZV0F33J86TWWJ60,A23BTL70J2T5XF,100
42,33F09YB954S18TOZV0F33J86TWWJ60,A23EWFNNOUS10B,100
43,33F09YB954S18TOZV0F33J86TWWJ60,A24LC97AU3QC7G,100
44,33F09YB954S18TOZV0F33J86TWWJ60,A24STOYLJH39HD,100
45,33F09YB954S18TOZV0F33J86TWWJ60,A262ZPFF6YO090,100
46,33F09YB954S18TOZV0F33J86TWWJ60,A26BHQZCY7GRNP,100
47,33F09YB954S18TOZV0F33J86TWWJ60,A272X64FOZFYLB,100
48,33F09YB954S18TOZV0F33J86TWWJ60,A28U7B76HLCS1U,100
49,33F09YB954S18TOZV0F33J86TWWJ60,A29CNQYJWMJ7G9,100
50,33F09YB954S18TOZV0F33J86TWWJ60,A2BLXPUFVNXEPT,100
51,33F09YB954S18TOZV0F33J86TWWJ60,A2BRZKFG6WAVER,100
52,33F09YB954S18TOZV0F33J86TWWJ60,A2C7EWCFTFY9GT,100
53,33F09YB954S18TOZV0F33J86TWWJ60,A2C84POENS2UNY,100
54,33F09YB954S18TOZV0F33J86TWWJ60,A2CK0OXMPOR9LE,100
55,33F09YB954S18TOZV0F33J86TWWJ60,A2DVIKO21ME29J,100
56,33F09YB954S18TOZV0F33J86TWWJ60,A2DVV59R1CQU6T,100
57,33F09YB954S18TOZV0F33J86TWWJ60,A2DWSKGD9RNKMJ,100
58,33F09YB954S18TOZV0F33J86TWWJ60,A2ECRNQ3X5LEXD,100
59,33F09YB954S18TOZV0F33J86TWWJ60,A2EJ7U3TZAKROG,100
60,33F09YB954S18TOZV0F33J86TWWJ60,A2FYFCD16Z3PCC,100
61,33F09YB954S18TOZV0F33J86TWWJ60,A2GNG7DWHQA6ZZ,100
62,33F09YB954S18TOZV0F33J86TWWJ60,A2I6ZALE49CVSC,100
63,33F09YB954S18TOZV0F33J86TWWJ60,A2JP9IKRHNLRPI,100
64,33F09YB954S18TOZV0F33J86TWWJ60,A2KK5BSM1BR0WR,100
65,33F09YB954S18TOZV0F33J86TWWJ60,A2KNDTYE4PUIQ1,100
66,33F09YB954S18TOZV0F33J86TWWJ60,A2M190GHL0QK5X,100
67,33F09YB954S18TOZV0F33J86TWWJ60,A2M1CVZZJAN4T4,100
68,33F09YB954S18TOZV0F33J86TWWJ60,A2MKIXI9X3HJF4,100
69,33F09YB954S18TOZV0F33J86TWWJ60,A2MOKIEQZ0OF2M,100
70,33F09YB954S18TOZV0F33J86TWWJ60,A2N913YUJWD8BT,100
71,33F09YB954S18TOZV0F33J86TWWJ60,A2NAKIXS3DVGAA,100
72,33F09YB954S18TOZV0F33J86TWWJ60,A2OVX9UW5WANQE,100
73,33F09YB954S18TOZV0F33J86TWWJ60,A2PXJTMWGUE5DC,100
74,33F09YB954S18TOZV0F33J86TWWJ60,A2S8WNRAQWBEUG,100
75,33F09YB954S18TOZV0F33J86TWWJ60,A2UETT92P31OCW,100
76,33F09YB954S18TOZV0F33J86TWWJ60,A2UIGDOLX5RV95,100
77,33F09YB954S18TOZV0F33J86TWWJ60,A2VO8C41JJIQY9,100
78,33F09YB954S18TOZV0F33J86TWWJ60,A2W1C5PDHUF25O,100
79,33F09YB954S18TOZV0F33J86TWWJ60,A2WUXZOY4CRF5R,100
80,33F09YB954S18TOZV0F33J86TWWJ60,A2XK59FYAFO9EX,100
81,33F09YB954S18TOZV0F33J86TWWJ60,A2Y0WNHMT4PZ4C,100
82,33F09YB954S18TOZV0F33J86TWWJ60,A2Y3CL80LMWYAT,100
83,33F09YB954S18TOZV0F33J86TWWJ60,A2YO837C0O1E91,100
84,33F09YB954S18TOZV0F33J86TWWJ60,A2YTQDLACTLIBA,100
85,33F09YB954S18TOZV0F33J86TWWJ60,A2ZZW6KME1FUDU,100
86,33F09YB954S18TOZV0F33J86TWWJ60,A302KOFOYLD89A,100
87,33F09YB954S18TOZV0F33J86TWWJ60,A30HUZHJBOX1LK,100
88,33F09YB954S18TOZV0F33J86TWWJ60,A30KYNLCW7HHPO,100
89,33F09YB954S18TOZV0F33J86TWWJ60,A30VOAZX8XTNGW,100
90,33F09YB954S18TOZV0F33J86TWWJ60,A31681CCEVDIH3,100
91,33F09YB954S18TOZV0F33J86TWWJ60,A33BMIJPLR98QF,100
92,33F09YB954S18TOZV0F33J86TWWJ60,A34CPKFZXBX1PO,100
93,33F09YB954S18TOZV0F33J86TWWJ60,A34YDGVZKRJ0LZ,100
94,33F09YB954S18TOZV0F33J86TWWJ60,A377XK6IL7G4YH,100
95,33F09YB954S18TOZV0F33J86TWWJ60,A38DXFI1TZA295,100
96,33F09YB954S18TOZV0F33J86TWWJ60,A38N05VH5344HC,100
97,33F09YB954S18TOZV0F33J86TWWJ60,A3A4IN69KE5N7P,100
98,33F09YB954S18TOZV0F33J86TWWJ60,A3AK3UL0UCNVKE,100
99,33F09YB954S18TOZV0F33J86TWWJ60,A3B0TDW8S89NSI,100
100,33F09YB954S18TOZV0F33J86TWWJ60,A3EGXFT5MXGKKO,100
101,33F09YB954S18TOZV0F33J86TWWJ60,A3F5Z5S2AHMN2O,100
102,33F09YB954S18TOZV0F33J86TWWJ60,A3G5IPGLH1IIZN,100
103,33F09YB954S18TOZV0F33J86TWWJ60,A3HJNOCKXFOOVP,100
104,33F09YB954S18TOZV0F33J86TWWJ60,A3HXCASCS03SIQ,100
105,33F09YB954S18TOZV0F33J86TWWJ60,A3I9XLIHPPWPN1,100
106,33F09YB954S18TOZV0F33J86TWWJ60,A3KK1BNF5H0N1Z,100
107,33F09YB954S18TOZV0F33J86TWWJ60,A3LA5P3N3KI8U7,100
108,33F09YB954S18TOZV0F33J86TWWJ60,A3LRZX8477TYYZ,100
109,33F09YB954S18TOZV0F33J86TWWJ60,A3N5RLYH05PY8L,100
110,33F09YB954S18TOZV0F33J86TWWJ60,A3OQ2IHS3KKIHY,100
111,33F09YB954S18TOZV0F33J86TWWJ60,A3RKG5PZN97RD5,100
112,33F09YB954S18TOZV0F33J86TWWJ60,A3RQBXJQOOEX3S,100
113,33F09YB954S18TOZV0F33J86TWWJ60,A3SKEW89V5S0DI,100
114,33F09YB954S18TOZV0F33J86TWWJ60,A3SYYVJRKAR3DD,100
115,33F09YB954S18TOZV0F33J86TWWJ60,A3T1KRG2ENHASZ,100
116,33F09YB954S18TOZV0F33J86TWWJ60,A3U7EIF0P9GQKI,100
117,33F09YB954S18TOZV0F33J86TWWJ60,A3UUH3632AI3ZX,100
118,33F09YB954S18TOZV0F33J86TWWJ60,A3W2RRAUPHYRIO,100
119,33F09YB954S18TOZV0F33J86TWWJ60,A49A0FF6ZXYDU,100
120,33F09YB954S18TOZV0F33J86TWWJ60,A4D99Y82KOLC8,100
121,33F09YB954S18TOZV0F33J86TWWJ60,A59L67EZKMC3V,100
122,33F09YB954S18TOZV0F33J86TWWJ60,A5TWD5QD99GZY,100
123,33F09YB954S18TOZV0F33J86TWWJ60,A5WWHKD82I8UE,100
124,33F09YB954S18TOZV0F33J86TWWJ60,A68J20100VW4W,100
125,33F09YB954S18TOZV0F33J86TWWJ60,A8B4AE3QMECV,100
126,33F09YB954S18TOZV0F33J86TWWJ60,A9HQ3E0F2AGVO,100
127,33F09YB954S18TOZV0F33J86TWWJ60,AFA73M8WJKEN0,100
128,33F09YB954S18TOZV0F33J86TWWJ60,AFIK3VBMMX6G6,100
129,33F09YB954S18TOZV0F33J86TWWJ60,AFU00NU09CFXE,100
130,33F09YB954S18TOZV0F33J86TWWJ60,AGA1PIIWM8I8D,100
131,33F09YB954S18TOZV0F33J86TWWJ60,AGS3G0AT438E7,100
132,33F09YB954S18TOZV0F33J86TWWJ60,AGTKSA15G1LBN,100
133,33F09YB954S18TOZV0F33J86TWWJ60,AHXHM1PQTRWIQ,100
134,33F09YB954S18TOZV0F33J86TWWJ60,AI3DAI65C3XPQ,100
135,33F09YB954S18TOZV0F33J86TWWJ60,AIPHJXQEDNW9L,100
136,33F09YB954S18TOZV0F33J86TWWJ60,AJM4334V07JDQ,100
137,33F09YB954S18TOZV0F33J86TWWJ60,AKQ7DW6M51HKG,100
138,33F09YB954S18TOZV0F33J86TWWJ60,ALDKDKRBR4LXD,100
139,33F09YB954S18TOZV0F33J86TWWJ60,ALJ70B2J04YR7,100
140,33F09YB954S18TOZV0F33J86TWWJ60,ALKQPW0O9C98N,100
141,33F09YB954S18TOZV0F33J86TWWJ60,ALQLJXB5C0NET,100
142,33F09YB954S18TOZV0F33J86TWWJ60,AMBWAN10JPKPV,100
143,33F09YB954S18TOZV0F33J86TWWJ60,AMI8H1U9OH4SM,100
144,33F09YB954S18TOZV0F33J86TWWJ60,AMSU7G0MWMR70,100
145,33F09YB954S18TOZV0F33J86TWWJ60,AOGFK82SQRJY7,100
146,33F09YB954S18TOZV0F33J86TWWJ60,APRZ7BR8C0ZMQ,100
147,33F09YB954S18TOZV0F33J86TWWJ60,AR6MC5TT8YDLY,100
148,33F09YB954S18TOZV0F33J86TWWJ60,AS7HQZRGQ8CDO,100
149,33F09YB954S18TOZV0F33J86TWWJ60,ASC9DUCC64M3P,100
150,33F09YB954S18TOZV0F33J86TWWJ60,ATKLWAX72HM7A,100
151,33F09YB954S18TOZV0F33J86TWWJ60,ATR6RB1RULOC0,100
152,33F09YB954S18TOZV0F33J86TWWJ60,AURYD2FH3FUOQ,100
153,33F09YB954S18TOZV0F33J86TWWJ60,AUZXHSWDT1PYQ,100
154,33F09YB954S18TOZV0F33J86TWWJ60,AV5TLLCULVF0P,100
155,33F09YB954S18TOZV0F33J86TWWJ60,AWAW665TQQP2F,100
156,33F09YB954S18TOZV0F33J86TWWJ60,AWB75Q7MKORHP,100
157,33F09YB954S18TOZV0F33J86TWWJ60,AXXNV69I6KB2D,100
158,33F09YB954S18TOZV0F33J86TWWJ60,AYGANT7CXN4HF,100
159,33F09YB954S18TOZV0F33J86TWWJ60,AYTH0E5PUXWX8,100
160,33F09YB954S18TOZV0F33J86TWWJ60,AZ5ZYUCAQ0XDL,100
161,33F09YB954S18TOZV0F33J86TWWJ60,AZ8JL3QNIPY4U,100
162,33F09YB954S18TOZV0F33J86TWWJ60,AZ8KL6F16ZS7G,100
163,33F09YB954S18TOZV0F33J86TWWJ60,AZLZA0Q87TJZO,100
